X,Y,Z,ElapsedTime,LoopTime
-0.04,0.35,-10.16,894.55,0.012
0.24,-0.04,-9.81,894.56,0.014
-0.08,-0.27,-9.57,894.58,0.012
0.04,0.00,-9.81,894.59,0.013
0.20,0.55,-10.12,894.60,0.013
0.04,0.08,-9.85,894.62,0.013
0.00,-0.08,-9.89,894.63,0.012
0.16,0.12,-10.20,894.64,0.012
0.04,0.43,-10.08,894.65,0.014
0.04,0.24,-9.89,894.67,0.012
0.00,0.24,-10.12,894.68,0.013
0.04,0.16,-9.73,894.69,0.013
0.12,0.00,-9.92,894.70,0.013
0.12,0.12,-9.92,894.72,0.012
-0.20,-0.31,-9.38,894.73,0.014
-0.20,0.20,-10.04,894.74,0.012
0.08,-0.12,-9.77,894.75,0.012
0.04,0.04,-9.92,894.77,0.013
-0.16,0.12,-9.92,894.78,0.013
0.12,0.00,-9.96,894.79,0.013
0.31,0.31,-9.96,894.81,0.012
-0.27,0.16,-9.61,894.82,0.014
0.20,0.16,-10.08,894.83,0.012
-0.04,0.04,-10.16,894.84,0.013
0.27,0.20,-10.16,894.86,0.013
-0.08,0.27,-10.08,894.87,0.013
0.04,-0.04,-9.89,894.88,0.012
0.04,-0.16,-9.89,894.90,0.013
0.08,0.31,-10.08,894.91,0.013
-0.04,0.08,-10.00,894.92,0.013
-0.24,0.16,-10.00,894.93,0.012
0.24,0.12,-9.96,894.95,0.014
0.12,0.12,-10.08,894.96,0.012
0.27,0.12,-9.89,894.97,0.012
-0.08,-0.04,-9.81,894.98,0.013
0.00,0.08,-10.20,895.00,0.012
-0.12,0.16,-10.47,895.01,0.013
0.20,0.47,-11.22,895.02,0.012
0.08,0.24,-9.61,895.04,0.014
0.12,0.04,-10.47,895.05,0.012
0.43,0.20,-10.51,895.06,0.013
-0.27,0.00,-10.87,895.07,0.013
0.31,0.20,-10.47,895.09,0.013
0.00,0.24,-10.32,895.10,0.012
-0.12,-0.08,-10.59,895.11,0.014
0.04,0.27,-10.43,895.12,0.012
-0.12,0.16,-10.71,895.14,0.012
-0.24,-0.12,-10.94,895.15,0.013
-0.08,0.31,-10.63,895.16,0.013
-0.43,0.24,-10.55,895.18,0.013
0.47,0.75,-10.94,895.19,0.012
0.20,1.41,-11.38,895.20,0.014
0.35,1.22,-10.67,895.21,0.012
-0.47,-4.98,-11.10,895.23,0.013
0.39,1.37,-10.40,895.24,0.013
-0.31,1.18,-9.92,895.25,0.013
-1.06,2.20,-9.57,895.26,0.012
0.20,-0.35,-10.08,895.28,0.013
-0.43,0.94,-8.87,895.29,0.013
0.67,-0.24,-8.79,895.30,0.013
-0.27,-0.67,-8.90,895.32,0.012
0.00,0.12,-9.10,895.33,0.014
-0.20,0.04,-9.41,895.34,0.012
-0.12,1.06,-9.18,895.35,0.013
0.35,-0.63,-10.28,895.37,0.013
0.16,0.82,-8.90,895.38,0.013
0.31,0.20,-9.92,895.39,0.012
0.31,-0.27,-9.38,895.41,0.013
-0.59,0.16,-9.61,895.42,0.013
-0.39,0.00,-10.00,895.43,0.012
0.43,0.78,-8.90,895.44,0.013
-0.75,-0.20,-9.73,895.46,0.013
0.39,0.39,-8.36,895.47,0.013
-0.16,0.27,-9.89,895.48,0.012
0.00,0.39,-9.61,895.50,0.014
-0.08,0.08,-9.53,895.51,0.012
0.31,0.43,-10.24,895.52,0.012
0.00,0.39,-9.57,895.53,0.013
0.12,-0.04,-9.92,895.55,0.013
-0.04,0.35,-9.69,895.56,0.013
0.27,0.08,-10.43,895.57,0.012
0.27,0.31,-9.77,895.58,0.014
-0.04,-0.20,-9.65,895.60,0.012
0.12,0.63,-10.43,895.61,0.013
0.24,0.08,-9.85,895.62,0.012
0.08,0.27,-10.08,895.64,0.014
-0.04,0.16,-9.30,895.65,0.012
0.20,-0.20,-9.57,895.66,0.012
0.08,0.24,-9.73,895.67,0.013
-0.08,0.12,-10.20,895.68,0.012
0.08,-0.08,-9.92,895.70,0.013
0.16,-0.24,-10.04,895.71,0.013
-0.27,0.08,-10.04,895.72,0.013
-0.16,0.12,-9.57,895.74,0.012
0.08,0.20,-10.04,895.75,0.013
0.04,0.39,-10.12,895.76,0.013
0.59,0.43,-10.63,895.77,0.013
0.12,0.35,-10.00,895.79,0.012
0.12,0.04,-9.89,895.80,0.014
0.16,0.04,-10.00,895.81,0.012
0.08,0.31,-9.96,895.83,0.013
0.00,0.20,-9.96,895.84,0.013
-0.04,-0.04,-9.53,895.85,0.013
-0.12,0.00,-9.81,895.86,0.012
0.12,0.12,-9.96,895.88,0.012
0.12,0.08,-10.36,895.89,0.014
0.20,0.35,-9.77,895.90,0.012
-0.20,0.00,-9.69,895.91,0.013
0.00,-0.08,-9.65,895.93,0.013
0.35,0.00,-9.81,895.94,0.013
0.04,-0.20,-9.69,895.95,0.012
0.08,0.16,-10.00,895.97,0.013
-0.20,-0.08,-9.65,895.98,0.013
0.16,0.35,-10.16,895.99,0.012
0.16,0.04,-9.96,896.00,0.013
0.00,0.00,-10.04,896.02,0.013
0.12,0.12,-10.47,896.03,0.013
0.12,0.16,-9.96,896.04,0.012
0.20,0.24,-10.20,896.06,0.014
0.12,0.51,-10.28,896.07,0.012
-0.04,0.20,-9.96,896.08,0.013
0.08,0.24,-9.45,896.09,0.013
0.00,0.20,-9.69,896.11,0.012
0.04,-0.12,-9.53,896.12,0.013
0.20,0.16,-8.94,896.13,0.012
-0.04,0.04,-9.38,896.15,0.014
0.47,0.20,-9.73,896.16,0.012
0.35,-0.08,-9.18,896.17,0.013
-0.20,0.04,-9.69,896.18,0.013
0.12,0.04,-9.81,896.20,0.012
0.59,-0.12,-9.06,896.21,0.013
0.00,0.31,-9.18,896.22,0.013
-0.67,-0.31,-9.85,896.23,0.013
0.35,0.24,-9.06,896.25,0.012
0.24,0.00,-9.53,896.26,0.013
-0.12,0.16,-9.22,896.27,0.013
-0.59,-0.20,-8.20,896.28,0.012
0.16,0.08,-8.98,896.30,0.013
0.00,0.12,-9.14,896.31,0.013
0.12,-0.08,-9.53,896.32,0.013
0.31,0.24,-9.18,896.34,0.012
-0.16,-0.24,-9.96,896.35,0.014
-0.20,0.20,-10.55,896.36,0.012
0.51,-0.24,-10.08,896.37,0.013
2.04,-3.10,-9.38,896.39,0.012
2.51,-4.24,-8.00,896.40,0.014
0.31,-3.45,-10.67,896.41,0.012
-2.04,4.28,-11.85,896.43,0.013
0.94,0.31,-10.83,896.44,0.013
1.02,-1.02,-11.06,896.45,0.013
-0.63,-0.16,-9.45,896.46,0.012
-0.24,1.26,-10.71,896.48,0.014
0.71,0.78,-10.71,896.49,0.012
0.63,-1.49,-10.67,896.50,0.013
0.78,0.35,-9.96,896.51,0.012
0.43,1.06,-10.87,896.53,0.014
-0.63,0.75,-11.02,896.54,0.012
0.47,-0.08,-10.32,896.55,0.013
0.47,1.06,-11.06,896.57,0.014
-0.08,-0.04,-11.18,896.58,0.012
0.67,-0.75,-9.85,896.59,0.013
0.04,0.51,-10.28,896.61,0.013
-0.20,1.18,-9.96,896.62,0.013
0.27,0.24,-9.89,896.63,0.012
0.12,-0.63,-9.92,896.64,0.013
0.00,0.35,-9.65,896.66,0.013
0.16,0.51,-10.08,896.67,0.012
-0.04,0.00,-10.00,896.68,0.013
0.12,-0.24,-9.49,896.69,0.013
0.12,0.51,-9.85,896.71,0.013
0.08,-0.27,-9.85,896.72,0.012
0.31,0.08,-9.92,896.73,0.014
-0.24,0.27,-9.45,896.75,0.012
0.43,-0.04,-9.81,896.76,0.013
-0.08,0.00,-10.12,896.77,0.012
0.35,0.12,-10.36,896.78,0.013
0.16,0.27,-10.08,896.80,0.012
0.04,-0.16,-9.92,896.81,0.012
0.39,0.12,-10.00,896.82,0.014
-0.04,0.20,-9.81,896.83,0.012
0.04,-0.08,-10.04,896.85,0.013
-0.08,0.08,-9.92,896.86,0.013
0.12,0.16,-10.47,896.87,0.013
0.12,0.20,-9.89,896.88,0.012
0.12,-0.08,-9.92,896.90,0.013
-0.08,0.24,-10.55,896.91,0.013
0.20,0.20,-10.16,896.92,0.013
0.24,0.12,-10.12,896.94,0.012
0.51,0.51,-10.16,896.95,0.014
0.00,0.04,-10.00,896.96,0.012
0.08,0.12,-9.92,896.97,0.013
-0.12,-0.08,-9.77,896.99,0.013
0.00,0.04,-9.89,897.00,0.013
-0.04,0.08,-9.89,897.01,0.012
0.20,0.00,-9.89,897.02,0.012
0.31,-0.20,-9.65,897.04,0.014
0.08,0.16,-9.85,897.05,0.012
-0.08,0.12,-10.24,897.06,0.013
0.00,-0.27,-9.77,897.08,0.013
0.12,0.00,-10.08,897.09,0.013
0.04,0.00,-10.00,897.10,0.012
0.00,0.16,-10.20,897.11,0.012
0.08,0.20,-10.12,897.13,0.014
0.00,0.12,-9.85,897.14,0.012
0.12,0.08,-9.92,897.15,0.013
0.35,-0.04,-10.00,897.17,0.013
0.12,0.16,-9.96,897.18,0.013
0.08,0.20,-10.36,897.19,0.012
0.47,0.35,-10.55,897.20,0.014
0.12,0.16,-10.43,897.22,0.012
0.16,0.04,-10.16,897.23,0.013
0.08,-0.20,-9.96,897.24,0.012
0.12,0.27,-10.83,897.26,0.014
-0.08,0.08,-11.06,897.27,0.012
0.00,0.00,-10.94,897.28,0.013
0.35,0.24,-10.55,897.29,0.013
0.35,0.00,-10.12,897.31,0.013
0.43,-0.04,-10.24,897.32,0.012
-0.16,-0.04,-11.18,897.33,0.014
0.67,-0.16,-10.28,897.34,0.012
0.35,0.08,-10.16,897.36,0.013
-0.31,0.00,-10.43,897.37,0.012
0.08,-0.35,-10.28,897.38,0.014
-0.39,0.75,-10.90,897.40,0.013
-0.04,0.63,-10.87,897.41,0.012
-0.24,1.65,-10.98,897.42,0.014
0.27,1.29,-9.77,897.43,0.012
0.16,0.16,-10.16,897.45,0.013
-0.43,1.61,-10.00,897.46,0.013
0.20,-0.67,-10.28,897.47,0.013
0.27,-1.92,-9.61,897.49,0.012
-0.43,0.78,-9.57,897.50,0.014
0.08,-0.12,-9.22,897.51,0.012
0.24,1.65,-8.71,897.52,0.013
0.20,-0.08,-8.71,897.54,0.012
-0.16,0.59,-8.32,897.55,0.014
0.71,-0.67,-9.30,897.56,0.012
0.00,-0.35,-9.53,897.57,0.012
-0.35,0.75,-9.14,897.59,0.014
0.98,-0.27,-8.79,897.60,0.012
0.27,0.43,-9.10,897.61,0.013
-0.86,-0.39,-9.81,897.63,0.012
0.59,0.98,-8.63,897.64,0.014
0.08,-0.08,-9.10,897.65,0.012
-0.55,-0.08,-9.41,897.66,0.013
-0.04,0.08,-9.26,897.68,0.013
0.12,-0.12,-9.38,897.69,0.012
0.12,0.47,-10.00,897.70,0.013
-0.12,-0.31,-9.57,897.72,0.013
0.27,0.55,-9.41,897.73,0.013
0.24,-0.16,-10.00,897.74,0.012
0.00,0.04,-9.77,897.75,0.013
0.12,-0.08,-9.92,897.77,0.013
0.00,-0.08,-10.16,897.78,0.013
0.04,0.43,-9.57,897.79,0.012
-0.08,0.00,-9.96,897.80,0.013
0.27,0.27,-9.69,897.82,0.013
0.04,0.00,-10.08,897.83,0.012
-0.08,0.20,-10.67,897.84,0.014
0.20,0.12,-10.12,897.86,0.012
0.20,0.31,-10.28,897.87,0.013
0.00,0.20,-9.73,897.88,0.012
0.00,0.08,-10.08,897.89,0.014
0.20,-0.12,-9.73,897.91,0.012
0.27,0.12,-10.08,897.92,0.013
0.08,0.16,-9.77,897.93,0.013
0.08,-0.20,-9.57,897.94,0.012
-0.24,0.12,-10.24,897.96,0.013
-0.04,0.16,-9.85,897.97,0.013
0.00,0.27,-9.96,897.98,0.013
0.12,0.16,-10.08,898.00,0.012
0.04,0.04,-10.00,898.01,0.013
0.12,0.12,-9.85,898.02,0.013
0.27,-0.24,-9.85,898.03,0.013
-0.08,0.08,-9.92,898.05,0.012
0.04,-0.04,-9.92,898.06,0.014
-0.08,0.04,-9.92,898.07,0.012
0.20,0.24,-9.85,898.09,0.012
0.00,0.08,-9.77,898.10,0.014
-0.12,0.00,-9.81,898.11,0.012
-0.24,0.12,-9.92,898.12,0.013
0.00,0.35,-9.92,898.14,0.012
0.08,0.08,-9.89,898.15,0.013
0.12,0.00,-9.89,898.16,0.013
-0.04,0.24,-10.16,898.17,0.012
0.04,0.08,-9.85,898.19,0.014
0.16,0.12,-10.00,898.20,0.012
0.16,0.35,-10.24,898.21,0.013
0.27,0.00,-10.28,898.23,0.013
0.00,0.04,-9.85,898.24,0.013
-0.39,0.08,-9.77,898.25,0.012
0.04,-0.08,-10.08,898.26,0.013
0.08,0.20,-9.92,898.28,0.013
0.24,-0.31,-9.38,898.29,0.013
-0.08,-0.08,-9.53,898.30,0.012
-0.04,0.04,-9.41,898.32,0.013
0.08,0.31,-9.61,898.33,0.013
0.24,-0.27,-8.90,898.34,0.012
-0.04,0.16,-9.49,898.35,0.014
0.20,-0.04,-8.94,898.37,0.012
0.04,-0.20,-9.18,898.38,0.013
0.20,0.35,-9.34,898.39,0.012
0.16,0.16,-9.38,898.40,0.013
-0.35,0.12,-9.61,898.42,0.013
0.47,-0.16,-9.02,898.43,0.012
-0.16,-0.08,-9.89,898.44,0.014
-0.43,0.12,-9.81,898.46,0.012
0.16,-0.04,-8.83,898.47,0.013
0.20,-0.12,-9.10,898.48,0.013
0.39,0.16,-8.83,898.49,0.013
-0.04,0.12,-8.94,898.51,0.012
0.35,0.35,-9.30,898.52,0.012
-0.43,0.24,-9.57,898.53,0.014
0.04,0.00,-10.00,898.54,0.012
0.31,-0.08,-10.28,898.56,0.013
-0.16,0.12,-10.79,898.57,0.013
-0.59,10.12,-8.90,898.58,0.013
3.22,-3.41,-12.24,898.60,0.012
-1.77,1.33,-8.59,898.61,0.014
-0.59,-1.45,-10.24,898.62,0.012
-1.10,3.10,-10.98,898.63,0.013
0.90,-2.04,-11.02,898.65,0.013
-1.88,-1.10,-11.81,898.66,0.013
-0.12,-0.71,-10.00,898.67,0.013
1.29,0.82,-11.45,898.69,0.012
0.24,-0.94,-11.22,898.70,0.014
-0.08,-0.86,-10.08,898.71,0.012
0.31,0.39,-9.85,898.72,0.013
-0.55,0.82,-10.87,898.74,0.013
0.67,-0.59,-10.12,898.75,0.013
0.12,-0.59,-10.43,898.76,0.012
-0.04,0.27,-10.79,898.78,0.013
-0.63,0.39,-11.06,898.79,0.013
0.31,-0.55,-9.73,898.80,0.013
-0.24,0.90,-9.96,898.81,0.012
0.31,-0.08,-9.96,898.83,0.014
-0.16,0.24,-10.71,898.84,0.012
0.16,-0.63,-10.75,898.85,0.013
0.00,0.67,-10.00,898.87,0.013
0.00,-0.27,-9.85,898.88,0.013
0.04,-0.04,-9.81,898.89,0.012
0.16,0.31,-10.16,898.90,0.013
0.43,0.47,-10.16,898.92,0.013
0.24,-0.04,-10.00,898.93,0.013
0.20,0.31,-10.00,898.94,0.012
0.12,0.51,-10.32,898.96,0.014
0.00,0.31,-10.24,898.97,0.012
0.12,-0.04,-9.92,898.98,0.013
0.00,0.16,-9.69,898.99,0.013
0.08,-0.08,-9.69,899.01,0.013
-0.04,-0.04,-10.28,899.02,0.012
0.04,0.00,-10.12,899.03,0.013
0.00,0.43,-10.16,899.04,0.013
0.04,0.04,-10.04,899.06,0.013
0.00,0.08,-9.92,899.07,0.012
-0.12,-0.12,-9.77,899.08,0.013
0.43,0.43,-10.12,899.10,0.013
0.00,0.08,-9.92,899.11,0.012
0.12,-0.04,-9.73,899.12,0.014
0.24,0.47,-10.08,899.13,0.012
-0.04,0.08,-9.61,899.15,0.013
0.00,0.12,-10.04,899.16,0.012
0.00,-0.04,-9.73,899.17,0.014
0.04,0.04,-10.16,899.18,0.012
0.16,0.12,-9.96,899.20,0.013
0.12,0.47,-10.16,899.21,0.013
0.08,0.08,-9.96,899.22,0.012
0.00,0.04,-9.92,899.24,0.013
0.08,0.04,-9.85,899.25,0.012
0.55,0.67,-10.79,899.26,0.014
-0.04,0.08,-9.53,899.27,0.012
0.12,0.04,-9.85,899.29,0.013
-0.12,-0.20,-9.73,899.30,0.013
0.20,0.20,-10.08,899.31,0.012
0.00,0.04,-9.92,899.32,0.013
-0.08,-0.24,-9.85,899.34,0.013
-0.20,0.16,-10.04,899.35,0.013
0.00,0.12,-9.85,899.36,0.012
-0.08,-0.04,-9.89,899.38,0.013
0.08,-0.31,-9.57,899.39,0.013
-0.08,0.20,-9.85,899.40,0.013
-0.04,0.08,-10.32,899.41,0.012
0.12,-0.35,-10.24,899.43,0.014
0.08,0.04,-9.69,899.44,0.012
-0.16,0.12,-10.59,899.45,0.013
0.16,0.35,-10.79,899.47,0.013
-0.04,0.12,-11.10,899.48,0.013
0.31,0.12,-10.59,899.49,0.012
-0.16,-0.35,-10.51,899.50,0.013
-0.12,-0.04,-10.16,899.52,0.013
0.35,0.24,-10.20,899.53,0.013
0.35,0.20,-10.08,899.54,0.012
-0.39,0.31,-10.98,899.56,0.014
0.27,0.27,-10.04,899.57,0.012
-0.12,0.55,-10.71,899.58,0.013
0.12,0.04,-10.47,899.59,0.013
0.71,-0.35,-10.94,899.61,0.013
-0.12,-0.71,-11.06,899.62,0.013
0.63,-1.06,-9.53,899.63,0.012
0.12,-0.59,-10.75,899.65,0.014
-0.63,0.90,-9.77,899.66,0.012
-0.63,2.35,-9.53,899.67,0.013
0.08,0.43,-9.49,899.68,0.013
-0.12,0.55,-9.26,899.70,0.013
0.78,0.04,-8.79,899.71,0.012
0.47,-0.82,-9.49,899.72,0.013
-0.20,0.98,-8.32,899.73,0.012
-0.08,-0.51,-9.57,899.75,0.012
0.12,0.31,-9.69,899.76,0.013
0.24,-0.12,-9.49,899.77,0.013
0.35,0.78,-8.94,899.78,0.013
0.00,0.04,-9.18,899.80,0.012
-0.59,-0.90,-9.85,899.81,0.014
0.55,0.20,-8.79,899.82,0.012
-0.24,-0.51,-9.77,899.83,0.012
0.08,-0.04,-8.67,899.85,0.014
0.00,-0.39,-9.45,899.86,0.012
0.39,0.47,-8.75,899.87,0.013
-0.55,0.27,-9.57,899.89,0.012
0.04,-0.04,-9.38,899.90,0.014
0.24,0.31,-9.73,899.91,0.012
0.12,-0.27,-10.08,899.92,0.012
0.24,0.16,-10.00,899.94,0.014
0.12,-0.12,-9.89,899.95,0.012
0.39,0.24,-9.53,899.96,0.013
0.27,0.31,-10.12,899.98,0.013
0.20,0.39,-9.73,899.99,0.013
0.00,-0.04,-9.77,900.00,0.012
0.08,0.00,-9.73,900.01,0.013
0.12,0.20,-10.04,900.03,0.013
0.00,0.00,-9.96,900.04,0.013
-0.04,0.31,-9.77,900.05,0.012
0.08,0.16,-10.24,900.06,0.013
0.04,0.35,-9.81,900.08,0.013
0.31,0.31,-10.00,900.09,0.012
-0.31,-0.24,-9.49,900.10,0.014
0.00,0.00,-10.00,900.12,0.012
-0.04,-0.04,-9.89,900.13,0.013
-0.55,-0.20,-9.53,900.14,0.012
-0.24,0.04,-9.92,900.15,0.014
0.04,0.31,-9.92,900.17,0.012
-0.08,0.16,-10.16,900.18,0.013
-0.20,0.16,-10.04,900.19,0.013
-0.08,-0.08,-9.77,900.21,0.013
0.00,0.31,-9.92,900.22,0.012
-0.16,0.04,-10.08,900.23,0.013
0.12,0.12,-10.00,900.24,0.013
-0.04,-0.12,-9.96,900.26,0.012
0.00,-0.27,-8.98,900.27,0.013
-0.20,0.08,-9.89,900.28,0.013
0.08,0.12,-9.92,900.30,0.013
-0.08,0.24,-10.24,900.31,0.012
0.12,0.20,-9.65,900.32,0.014
0.08,0.27,-10.00,900.33,0.012
-0.16,0.04,-9.65,900.35,0.013
0.04,-0.20,-9.85,900.36,0.013
-0.04,0.00,-9.81,900.37,0.012
0.04,0.24,-9.89,900.38,0.012
0.00,-0.31,-9.49,900.40,0.012
-0.24,-0.04,-9.92,900.41,0.014
-0.08,0.00,-10.12,900.42,0.012
-0.04,0.00,-9.96,900.43,0.013
0.00,0.04,-10.12,900.45,0.013
0.08,0.12,-10.08,900.46,0.013
0.16,0.39,-10.36,900.47,0.012
0.12,0.20,-10.12,900.49,0.014
0.16,0.20,-9.49,900.50,0.012
0.08,0.39,-9.41,900.51,0.013
-0.20,-0.12,-9.30,900.52,0.012
0.27,0.24,-9.18,900.54,0.013
0.16,-0.08,-9.06,900.55,0.013
0.16,-0.43,-8.90,900.56,0.012
0.12,0.20,-9.26,900.58,0.014
0.20,0.16,-9.18,900.59,0.012
-0.24,-0.24,-9.30,900.60,0.013
0.20,-0.04,-9.18,900.61,0.012
-0.67,0.27,-9.61,900.63,0.013
-0.04,-0.20,-9.53,900.64,0.013
0.47,-0.12,-9.49,900.65,0.012
-0.31,0.08,-9.49,900.66,0.014
0.12,0.31,-9.06,900.68,0.012
-0.51,0.63,-9.06,900.69,0.013
0.47,0.08,-8.59,900.70,0.013
-0.16,0.16,-9.49,900.71,0.012
0.00,-0.12,-8.94,900.73,0.013
-0.08,0.04,-9.41,900.74,0.012
0.20,0.04,-9.89,900.75,0.014
0.12,0.12,-10.32,900.77,0.012
0.47,0.35,-10.20,900.78,0.013
2.39,1.14,-11.65,900.79,0.013
0.00,-1.02,-7.85,900.80,0.013
-2.04,1.45,-7.88,900.82,0.012
1.22,-0.12,-11.14,900.83,0.014
-1.29,2.39,-12.83,900.84,0.012
1.22,-1.69,-11.22,900.86,0.013
-0.90,-0.63,-9.81,900.87,0.012
1.26,0.24,-9.30,900.88,0.014
0.00,2.12,-11.18,900.89,0.012
-0.51,-0.08,-11.73,900.91,0.013
0.20,0.63,-10.12,900.92,0.013
0.78,0.43,-10.32,900.93,0.013
-0.63,0.78,-10.51,900.94,0.012
0.20,-0.71,-10.08,900.96,0.014
-0.71,0.67,-11.06,900.97,0.012
0.24,0.43,-10.55,900.98,0.013
0.08,0.04,-10.12,901.00,0.012
0.63,-0.59,-9.57,901.01,0.013
-0.55,0.90,-9.38,901.02,0.012
0.63,0.08,-10.12,901.03,0.013
0.00,-0.16,-10.08,901.05,0.013
0.27,-0.27,-10.36,901.06,0.013
-0.08,0.75,-10.12,901.07,0.012
0.16,-0.04,-9.85,901.09,0.014
0.16,-0.12,-9.89,901.10,0.013
0.04,0.24,-10.28,901.11,0.012
0.00,-0.12,-9.69,901.12,0.012
0.12,-0.16,-9.81,901.14,0.013
0.35,0.63,-10.00,901.15,0.012
0.27,0.39,-10.00,901.16,0.013
0.16,0.04,-9.61,901.17,0.013
0.35,0.20,-10.28,901.19,0.013
-0.31,0.24,-9.53,901.20,0.012
0.16,0.12,-9.96,901.21,0.014
-0.16,-0.04,-10.20,901.22,0.012
0.12,-0.08,-9.96,901.24,0.013
0.08,0.12,-9.89,901.25,0.012
0.08,-0.16,-9.92,901.26,0.014
0.43,0.43,-10.12,901.28,0.012
0.08,0.27,-9.92,901.29,0.013
0.20,0.04,-9.92,901.30,0.013
-0.63,0.12,-10.08,901.31,0.012
0.12,-0.04,-9.92,901.33,0.013
0.00,0.00,-9.77,901.34,0.013
-0.04,-0.12,-9.85,901.35,0.013
-0.08,0.12,-10.16,901.36,0.012
0.04,0.12,-9.92,901.38,0.013
0.31,0.24,-10.08,901.39,0.013
0.35,0.08,-10.00,901.40,0.013
-0.04,0.20,-9.89,901.42,0.012
-0.08,0.04,-10.16,901.43,0.014
-0.27,0.24,-10.00,901.44,0.012
-0.16,0.24,-9.89,901.45,0.013
0.12,0.04,-9.92,901.47,0.013
-0.08,0.20,-10.55,901.48,0.012
0.24,0.12,-9.85,901.49,0.013
-0.08,0.08,-9.92,901.50,0.012
0.20,0.27,-9.96,901.52,0.014
-0.12,0.04,-9.89,901.53,0.012
0.08,0.16,-9.96,901.54,0.013
0.00,0.12,-10.28,901.56,0.013
-0.04,0.39,-10.12,901.57,0.013
-0.12,0.16,-9.92,901.58,0.012
0.16,0.12,-10.00,901.60,0.014
-0.47,-0.04,-10.55,901.61,0.012
0.24,0.24,-10.79,901.62,0.013
0.04,0.20,-10.32,901.63,0.012
-0.08,-0.12,-9.81,901.65,0.014
-0.08,-0.04,-10.59,901.66,0.012
-0.24,0.04,-11.10,901.67,0.013
0.31,0.12,-10.71,901.68,0.013
0.51,0.12,-10.63,901.70,0.013
0.00,0.00,-10.40,901.71,0.012
0.35,0.24,-10.16,901.72,0.014
0.82,0.67,-10.63,901.74,0.012
-0.59,0.24,-10.94,901.75,0.013
0.35,0.39,-9.96,901.76,0.012
-0.16,0.47,-10.98,901.77,0.014
-0.71,0.51,-10.47,901.79,0.012
0.35,0.27,-10.55,901.80,0.013
-0.71,2.08,-10.87,901.81,0.013
0.27,0.39,-10.94,901.83,0.013
0.43,-0.04,-10.43,901.84,0.012
-0.20,0.31,-10.83,901.85,0.014
-0.12,1.29,-9.81,901.86,0.012
0.24,0.12,-10.00,901.88,0.012
0.24,-1.26,-10.00,901.89,0.012
-0.20,0.75,-8.87,901.90,0.014
0.16,-0.78,-9.49,901.91,0.012
-0.16,1.02,-8.83,901.93,0.013
0.12,0.94,-8.71,901.94,0.013
-0.39,-0.04,-9.30,901.95,0.013
0.63,-0.82,-9.22,901.96,0.012
-0.08,-0.75,-9.65,901.98,0.014
0.31,1.02,-8.79,901.99,0.012
-0.08,-0.47,-9.65,902.00,0.013
0.82,0.59,-8.67,902.02,0.012
0.24,0.24,-9.26,902.03,0.013
0.43,0.31,-8.94,902.04,0.013
0.00,0.20,-9.02,902.05,0.012
-0.86,0.04,-9.85,902.07,0.014
0.47,0.59,-9.45,902.08,0.012
-0.24,-0.16,-9.73,902.09,0.013
-0.12,0.67,-9.53,902.11,0.013
0.27,0.20,-9.73,902.12,0.012
0.04,0.31,-9.89,902.13,0.013
0.16,0.16,-9.81,902.14,0.012
0.00,-0.04,-9.92,902.16,0.014
0.12,-0.08,-9.92,902.17,0.012
0.08,-0.08,-10.32,902.18,0.013
-0.04,0.35,-10.04,902.20,0.013
-0.08,0.00,-9.96,902.21,0.013
0.16,0.24,-9.69,902.22,0.012
-0.24,0.08,-10.08,902.23,0.014
0.20,0.20,-10.00,902.25,0.012
0.20,0.20,-10.08,902.26,0.013
0.47,0.00,-10.32,902.27,0.012
0.12,0.43,-9.92,902.29,0.014
0.08,0.04,-10.00,902.30,0.012
0.12,0.08,-9.89,902.31,0.012
0.04,0.43,-10.24,902.32,0.014
-0.04,0.12,-9.65,902.34,0.012
-0.04,0.00,-9.57,902.35,0.013
-0.20,-0.31,-10.12,902.36,0.013
0.20,0.39,-9.69,902.37,0.013
0.12,0.08,-9.89,902.39,0.012
0.12,0.08,-9.85,902.40,0.013
0.12,0.12,-10.04,902.41,0.013
0.12,0.24,-9.92,902.43,0.013
0.20,0.20,-10.16,902.44,0.012
0.00,-0.31,-9.65,902.45,0.014
0.12,0.04,-9.85,902.46,0.012
-0.04,-0.12,-9.61,902.48,0.012
0.35,-0.51,-9.69,902.49,0.014
0.16,-0.04,-9.85,902.50,0.012
0.00,0.00,-9.92,902.51,0.013
-0.08,-0.04,-9.89,902.53,0.012
0.08,0.27,-9.92,902.54,0.013
0.08,0.16,-10.04,902.55,0.013
0.24,0.39,-10.08,902.56,0.012
0.20,0.08,-10.16,902.58,0.014
0.00,0.16,-9.89,902.59,0.012
-0.04,-0.04,-9.73,902.60,0.013
0.31,0.08,-10.04,902.62,0.012
0.16,-0.04,-9.49,902.63,0.014
0.16,0.04,-9.89,902.64,0.012
-0.04,-0.04,-9.96,902.65,0.013
0.16,0.00,-10.00,902.67,0.013
0.00,0.12,-10.08,902.68,0.013
0.20,0.24,-9.85,902.69,0.012
0.00,0.00,-9.77,902.71,0.013
0.00,0.04,-9.34,902.72,0.013
0.20,0.16,-9.45,902.73,0.012
0.35,0.12,-8.90,902.74,0.013
0.04,-0.24,-8.83,902.76,0.013
0.00,0.00,-9.30,902.77,0.012
-0.59,0.24,-9.14,902.78,0.012
